geometry,temp_C,coeff_Vmp_Voc,gmpp_V,gmpp_P_W,n_peaks,power_lost_frac,region_error,region_error_costly
whole_substring,45.0,0.5742,24.113,109.529,3,0.0462,False,True
sub_substring,25.0,0.5757,20.107,84.519,3,0.0487,False,True
whole_substring,25.0,0.8623,46.258,346.903,2,0.0527,False,True
sub_substring,25.0,0.2597,11.728,66.925,3,0.0071,False,False
sub_substring,25.0,0.5821,21.539,62.192,3,0.0595,False,True
whole_substring,25.0,0.5943,28.144,104.633,3,0.0328,True,True
whole_substring,60.0,0.858,33.884,115.67,3,0.044,False,True
whole_substring,25.0,0.8628,32.412,146.924,2,0.0513,False,True
uniform,25.0,0.8057,30.667,240.077,1,0.0004,False,False
sub_substring,45.0,0.901,49.18,130.941,2,0.099,False,True
sub_substring,45.0,0.571,18.205,54.103,2,0.0359,False,True
whole_substring,45.0,0.5427,21.999,131.11,2,0.003,False,False
uniform,60.0,0.797,25.087,105.228,1,0.0001,False,False
whole_substring,60.0,0.8359,28.576,134.513,2,0.0169,False,True
whole_substring,45.0,0.5574,14.06,54.944,3,0.0172,False,True
sub_substring,60.0,0.2463,8.921,19.512,3,0.0618,False,True
whole_substring,25.0,0.8679,38.04,166.747,2,0.0569,False,True
sub_substring,45.0,0.5409,20.055,161.651,2,0.0023,False,False
whole_substring,45.0,0.852,45.019,119.748,2,0.0369,False,True
sub_substring,45.0,0.5593,18.568,68.719,3,0.0219,False,True
whole_substring,25.0,0.5419,33.918,154.093,2,0.002,False,False
whole_substring,45.0,0.8756,36.323,146.735,3,0.0674,False,True
sub_substring,60.0,0.5403,17.573,90.498,2,0.0015,False,False
whole_substring,60.0,0.8722,28.06,82.385,2,0.0472,True,True
whole_substring,60.0,0.8281,22.671,46.907,1,0.0087,False,False
sub_substring,60.0,0.2387,9.007,68.643,3,0.1054,False,True
whole_substring,45.0,0.5302,17.31,103.508,2,0.0003,False,False
sub_substring,25.0,0.8465,32.868,178.179,1,0.0343,False,True
sub_substring,45.0,0.8908,29.338,101.565,3,0.0435,False,True
sub_substring,60.0,0.5212,20.423,149.316,2,0.0055,False,False
whole_substring,45.0,0.8664,46.796,228.671,2,0.0548,False,True
whole_substring,45.0,0.5685,16.471,57.815,3,0.0337,False,True
sub_substring,45.0,0.8807,35.339,89.111,3,0.081,False,True
whole_substring,60.0,0.855,33.916,124.113,3,0.0418,False,True
sub_substring,45.0,0.5638,22.818,82.644,3,0.0291,False,True
whole_substring,25.0,0.2622,9.603,79.36,2,0.0028,False,False
sub_substring,25.0,0.5815,20.71,50.447,3,0.0583,False,True
whole_substring,45.0,0.5518,17.286,86.827,2,0.0099,False,False
whole_substring,45.0,0.5246,17.124,119.43,2,0.0025,False,False
whole_substring,60.0,0.8359,26.218,77.896,2,0.0173,False,True
uniform,25.0,0.8437,24.229,96.981,1,0.0187,False,True
whole_substring,60.0,0.5495,21.981,136.691,3,0.0091,False,False
uniform,25.0,0.8214,36.728,273.243,1,0.0056,False,False
whole_substring,45.0,0.2522,9.424,40.542,3,0.027,False,True
sub_substring,60.0,0.8599,39.823,40.348,3,0.042,False,True
sub_substring,25.0,0.5635,17.897,34.356,3,0.0294,False,True
sub_substring,45.0,0.8877,29.724,90.24,2,0.0437,True,True
whole_substring,45.0,0.8088,27.783,158.9,1,0.0014,False,False
whole_substring,45.0,0.851,35.211,133.686,2,0.0369,False,True
uniform,25.0,0.7996,29.015,222.815,1,0.0,False,False
sub_substring,45.0,0.5628,22.879,104.538,3,0.0284,False,True
whole_substring,25.0,0.5676,21.032,120.252,3,0.0356,False,True
uniform,60.0,0.8202,31.262,181.453,1,0.0041,False,False
sub_substring,60.0,0.5332,17.438,107.179,3,0.0,False,False
whole_substring,60.0,0.5283,27.066,129.896,2,0.0007,False,False
whole_substring,45.0,0.5537,17.642,42.36,2,0.0125,False,True
whole_substring,25.0,0.8878,40.291,176.074,3,0.0802,False,True
whole_substring,60.0,0.8675,34.173,142.33,2,0.0304,True,True
sub_substring,60.0,0.5227,20.197,82.777,2,0.0041,False,False
sub_substring,60.0,0.9113,28.704,47.473,3,0.1125,False,True
whole_substring,25.0,0.8893,33.81,115.726,2,0.085,False,True
sub_substring,45.0,0.5562,21.91,93.679,3,0.0168,False,True
sub_substring,45.0,0.519,17.11,128.74,2,0.0058,False,False
sub_substring,25.0,0.5509,23.533,136.699,2,0.0096,False,False
whole_substring,25.0,0.8696,30.958,106.844,3,0.0533,False,True
uniform,60.0,0.766,24.001,143.048,1,0.015,False,True
uniform,25.0,0.8089,30.101,222.878,1,0.001,False,False
sub_substring,25.0,0.5976,38.466,59.641,3,0.0848,False,True
whole_substring,25.0,0.8485,36.964,121.212,2,0.0354,False,True
sub_substring,45.0,0.5546,19.039,88.949,3,0.0153,False,True
uniform,25.0,0.8574,38.853,156.425,1,0.0326,False,True
uniform,60.0,0.8268,26.057,65.521,1,0.0075,False,False
sub_substring,25.0,0.8988,41.177,163.225,3,0.1027,False,True
sub_substring,25.0,0.888,19.683,49.408,2,0.0603,True,True
whole_substring,45.0,0.8406,27.834,120.564,2,0.026,False,True
sub_substring,45.0,0.547,21.697,129.062,2,0.0059,False,False
uniform,25.0,0.8232,48.879,207.883,1,0.0064,False,False
sub_substring,45.0,0.8856,38.578,114.697,3,0.0781,False,True
whole_substring,25.0,0.8737,31.842,99.338,3,0.0656,False,True
whole_substring,25.0,0.8958,39.229,104.592,3,0.0902,False,True
sub_substring,45.0,0.5767,22.58,56.106,3,0.046,False,True
sub_substring,45.0,0.5507,21.303,71.859,2,0.0079,False,False
uniform,45.0,0.8031,27.97,207.224,1,0.0001,False,False
whole_substring,45.0,0.8526,29.673,142.644,2,0.0409,False,True
whole_substring,60.0,0.8641,26.983,149.686,2,0.0508,False,True
whole_substring,60.0,0.5835,28.432,65.665,3,0.0547,False,True
whole_substring,45.0,0.5356,19.038,112.006,2,0.0002,False,False
sub_substring,45.0,0.9073,35.501,96.867,2,0.0581,True,True
whole_substring,45.0,0.8684,33.896,49.812,2,0.0498,False,True
sub_substring,25.0,0.2512,10.773,76.241,3,0.0374,False,True
sub_substring,45.0,0.92,31.18,80.613,3,0.1108,False,True
whole_substring,25.0,0.2623,9.066,53.548,3,0.0024,False,False
sub_substring,25.0,0.8908,32.862,157.852,3,0.0953,False,True
sub_substring,25.0,0.5724,23.933,72.852,3,0.041,False,True
whole_substring,45.0,0.5654,21.975,89.276,2,0.0262,False,True
whole_substring,60.0,0.8283,31.092,69.017,1,0.0118,False,True
uniform,45.0,0.8117,33.142,158.395,1,0.0016,False,False
sub_substring,45.0,0.8897,29.922,72.041,2,0.0567,True,True
sub_substring,60.0,0.5346,17.14,128.105,2,0.0001,False,False
uniform,60.0,0.7598,29.418,221.839,1,0.0198,False,True
sub_substring,45.0,0.5357,21.411,77.14,2,0.0002,False,False
whole_substring,25.0,0.8994,33.447,86.032,3,0.0875,True,True
whole_substring,45.0,0.8203,33.317,227.692,1,0.0073,False,False
whole_substring,45.0,0.8748,35.567,89.244,3,0.0636,False,True
whole_substring,60.0,0.5441,17.118,82.6,3,0.0039,False,False
whole_substring,60.0,0.8053,31.471,245.877,1,0.0005,False,False
uniform,60.0,0.7981,27.839,46.807,1,0.0,False,False
sub_substring,60.0,0.8876,27.792,69.615,3,0.0904,False,True
whole_substring,25.0,0.8383,37.725,236.387,3,0.0269,False,True
whole_substring,60.0,0.8591,23.231,89.315,2,0.0404,False,True
uniform,45.0,0.8256,32.437,81.084,1,0.007,False,False
sub_substring,25.0,0.8986,32.684,83.938,2,0.0881,False,True
whole_substring,60.0,0.8654,31.658,55.116,3,0.0133,True,True
whole_substring,45.0,0.5731,19.265,64.691,3,0.0407,False,True
whole_substring,25.0,0.5573,26.943,153.475,3,0.0195,False,True
whole_substring,60.0,0.5512,18.008,42.941,2,0.01,False,True
sub_substring,45.0,0.5551,19.218,98.145,3,0.0156,False,True
whole_substring,25.0,0.8973,40.135,79.466,3,0.0894,False,True
sub_substring,45.0,0.2452,7.988,45.293,3,0.0719,False,True
whole_substring,45.0,0.8249,28.655,190.361,2,0.0107,False,True
sub_substring,45.0,0.8651,33.098,66.396,2,0.0476,False,True
sub_substring,45.0,0.9255,36.895,62.583,3,0.1267,False,True
uniform,45.0,0.7971,28.226,235.664,1,0.0001,False,False
sub_substring,25.0,0.5721,21.335,117.671,3,0.0523,False,True
sub_substring,45.0,0.5439,19.758,114.418,2,0.0034,False,False
sub_substring,45.0,0.8759,30.751,126.455,3,0.0651,False,True
whole_substring,25.0,0.8683,32.306,151.44,2,0.0495,False,True
sub_substring,25.0,0.5658,24.905,96.316,2,0.0309,False,True
whole_substring,25.0,0.5432,20.654,161.522,2,0.0039,False,False
sub_substring,25.0,0.9229,42.398,121.163,3,0.1181,False,True
whole_substring,60.0,0.7996,30.728,133.044,1,0.0,False,False
sub_substring,60.0,0.8572,26.462,75.964,3,0.0443,False,True
whole_substring,25.0,0.5594,20.779,135.002,3,0.0224,False,True
sub_substring,45.0,0.5545,23.852,69.273,2,0.0135,False,True
uniform,45.0,0.7989,30.331,237.544,1,0.0,False,False
whole_substring,25.0,0.8684,31.29,142.799,3,0.0609,False,True
sub_substring,25.0,0.2454,8.654,64.306,3,0.0697,False,True
sub_substring,60.0,0.5579,20.624,80.464,3,0.0165,False,True
uniform,25.0,0.8493,37.668,115.097,1,0.0256,False,True
whole_substring,25.0,0.8725,34.237,193.892,3,0.065,False,True
whole_substring,60.0,0.2431,9.15,55.473,3,0.0724,False,True
uniform,25.0,0.8348,31.308,177.162,1,0.0138,False,True
whole_substring,45.0,0.8491,29.009,116.591,3,0.0361,False,True
whole_substring,60.0,0.2497,7.397,55.512,2,0.0335,False,True
sub_substring,45.0,0.536,20.782,78.994,2,0.0002,False,False
sub_substring,45.0,0.5587,23.931,108.913,3,0.021,False,True
uniform,25.0,0.7948,36.866,306.109,1,0.0004,False,False
uniform,45.0,0.8309,32.243,81.084,1,0.0094,False,False
whole_substring,25.0,0.8501,37.148,152.759,2,0.0329,False,True
uniform,45.0,0.8196,32.462,110.862,1,0.0041,False,False
whole_substring,45.0,0.8497,28.177,87.585,2,0.034,False,True
sub_substring,45.0,0.2421,7.772,56.085,3,0.086,False,True
whole_substring,45.0,0.8932,31.547,122.339,3,0.0247,True,True
sub_substring,25.0,0.856,37.441,122.699,2,0.037,False,True
whole_substring,25.0,0.8984,38.511,77.109,3,0.0576,True,True
whole_substring,60.0,0.8397,26.754,82.702,2,0.0243,False,True
whole_substring,25.0,0.8555,37.729,139.038,2,0.0414,False,True
sub_substring,45.0,0.5476,22.608,76.175,2,0.0068,False,False
sub_substring,45.0,0.8736,22.813,76.242,3,0.0452,True,True
uniform,25.0,0.8331,37.893,191.928,1,0.0117,False,True
whole_substring,25.0,0.8897,37.866,49.205,3,0.0803,False,True
sub_substring,45.0,0.875,35.21,150.845,2,0.0269,True,True
sub_substring,45.0,0.8883,30.852,105.574,3,0.0878,False,True
uniform,45.0,0.8144,32.35,112.153,1,0.0023,False,False
sub_substring,25.0,0.9029,35.761,106.309,3,0.0974,False,True
sub_substring,45.0,0.5428,22.468,154.402,2,0.0031,False,False
whole_substring,60.0,0.8167,25.899,138.879,2,0.004,False,False
whole_substring,45.0,0.5285,21.786,149.376,2,0.0007,False,False
sub_substring,60.0,0.5226,17.406,116.686,2,0.0035,False,False
whole_substring,60.0,0.5243,15.874,72.678,2,0.0021,False,False
uniform,25.0,0.8521,30.458,64.168,1,0.0262,False,True
whole_substring,25.0,0.8603,37.445,157.231,3,0.0487,False,True
whole_substring,25.0,0.8631,30.211,87.421,3,0.0507,False,True
whole_substring,25.0,0.8123,29.769,217.832,1,0.0021,False,False
whole_substring,25.0,0.2624,11.021,70.834,3,0.0024,False,False
whole_substring,45.0,0.5683,33.334,141.033,3,0.0341,False,True
uniform,25.0,0.8404,35.676,196.322,1,0.0161,False,True
sub_substring,45.0,0.2553,9.634,44.779,3,0.0161,False,True
uniform,60.0,0.8113,34.151,223.902,1,0.0015,False,False
sub_substring,60.0,0.8623,27.436,101.496,2,0.0611,False,True
sub_substring,25.0,0.5544,20.443,125.834,3,0.0154,False,True
whole_substring,25.0,0.5748,20.197,58.733,3,0.0481,False,True
sub_substring,60.0,0.2584,17.061,76.979,3,0.0093,False,False
whole_substring,60.0,0.548,22.485,148.613,3,0.0074,False,False
whole_substring,60.0,0.8572,26.659,71.397,2,0.0351,False,True
whole_substring,60.0,0.8313,29.688,112.118,2,0.0127,False,True
whole_substring,25.0,0.8937,31.735,67.108,3,0.0876,False,True
sub_substring,45.0,0.5348,18.117,122.437,2,0.0001,False,False
whole_substring,25.0,0.8687,38.246,103.847,2,0.0567,False,True
whole_substring,25.0,0.5842,23.946,43.564,3,0.0593,False,True
sub_substring,45.0,0.8406,34.083,139.805,2,0.025,False,True
whole_substring,25.0,0.844,38.596,213.762,2,0.0323,False,True
sub_substring,25.0,0.6089,22.023,65.767,3,0.1113,False,True
sub_substring,45.0,0.898,36.055,75.261,2,0.0965,False,True
whole_substring,45.0,0.8836,30.382,81.223,3,0.0746,False,True
sub_substring,45.0,0.8394,28.083,88.485,2,0.0189,False,True
sub_substring,25.0,0.5396,21.306,182.861,2,0.0013,False,False
whole_substring,60.0,0.571,20.339,29.659,3,0.0358,False,True
uniform,60.0,0.8034,23.762,71.148,1,0.0001,False,False
uniform,25.0,0.8158,36.564,213.455,1,0.0031,False,False
sub_substring,25.0,0.548,13.389,74.855,3,0.009,False,False
uniform,45.0,0.7826,31.877,224.371,1,0.004,False,False
whole_substring,45.0,0.8671,26.554,29.467,3,0.0543,False,True
uniform,60.0,0.823,25.999,66.682,1,0.0055,False,False
uniform,45.0,0.8284,27.945,101.65,1,0.0087,False,False
whole_substring,45.0,0.5631,19.29,82.083,3,0.0282,False,True
whole_substring,60.0,0.5295,16.8,94.618,3,0.0006,False,False
sub_substring,60.0,0.5315,20.848,137.434,2,0.0001,False,False
whole_substring,45.0,0.875,35.421,100.718,3,0.0638,False,True
sub_substring,25.0,0.5762,20.743,59.281,3,0.0501,False,True
whole_substring,60.0,0.524,20.038,119.215,2,0.0029,False,False
whole_substring,45.0,0.8508,21.71,46.26,2,0.0305,False,True
whole_substring,25.0,0.5527,17.523,91.061,2,0.0095,False,False
whole_substring,60.0,0.8474,26.175,76.131,3,0.031,False,True
sub_substring,45.0,0.2492,8.4,53.901,3,0.0471,False,True
sub_substring,25.0,0.8859,32.69,106.811,2,0.0892,False,True
sub_substring,25.0,0.8926,34.169,66.761,1,0.0845,False,True
whole_substring,25.0,0.5505,21.679,104.237,2,0.008,False,False
whole_substring,45.0,0.8666,28.42,70.777,3,0.0543,False,True
sub_substring,25.0,0.8735,32.224,111.038,3,0.06,False,True
whole_substring,25.0,0.8491,32.549,216.263,1,0.0365,False,True
uniform,25.0,0.8379,29.659,83.624,1,0.0148,False,True
uniform,25.0,0.8129,24.036,147.198,1,0.0021,False,False
sub_substring,60.0,0.5824,19.678,68.867,3,0.0579,False,True
whole_substring,25.0,0.5593,21.275,111.273,3,0.0223,False,True
whole_substring,60.0,0.8686,26.925,42.66,3,0.0552,False,True
sub_substring,25.0,0.241,8.387,59.559,3,0.1095,False,True
uniform,60.0,0.8349,31.773,62.196,1,0.0121,False,True
whole_substring,60.0,0.8475,30.397,32.438,3,0.0306,False,True
whole_substring,45.0,0.251,8.362,62.455,3,0.0329,False,True
sub_substring,25.0,0.5624,19.756,40.766,2,0.0257,False,True
uniform,25.0,0.8435,37.041,125.679,1,0.02,False,True
sub_substring,25.0,0.5539,19.681,91.173,2,0.0125,False,True
whole_substring,25.0,0.575,24.93,136.717,3,0.0454,False,True
sub_substring,60.0,0.8809,33.841,97.399,2,0.0788,False,True
whole_substring,25.0,0.5733,23.519,136.447,3,0.0448,False,True
sub_substring,45.0,0.2515,10.58,83.651,3,0.0359,False,True
whole_substring,60.0,0.8626,28.911,124.303,2,0.0356,True,True
sub_substring,60.0,0.8566,27.391,72.133,3,0.0427,False,True
uniform,60.0,0.7824,25.456,190.849,1,0.004,False,False
sub_substring,60.0,0.5869,21.547,86.356,3,0.068,False,True
sub_substring,45.0,0.567,21.813,53.574,3,0.0412,False,True
whole_substring,25.0,0.8933,38.594,89.186,3,0.0867,False,True
uniform,25.0,0.8498,48.255,105.487,1,0.0253,False,True
sub_substring,25.0,0.9251,34.142,64.353,2,0.1141,False,True
uniform,60.0,0.8123,29.053,58.003,1,0.0015,False,False
sub_substring,25.0,0.5877,24.942,34.957,3,0.0622,True,True
whole_substring,45.0,0.8574,29.028,122.101,3,0.0431,False,True
sub_substring,60.0,0.5688,22.226,78.288,3,0.0351,False,True
whole_substring,60.0,0.8335,30.692,119.328,2,0.0166,False,True
sub_substring,45.0,0.5453,20.632,103.359,2,0.0036,False,False
whole_substring,60.0,0.5117,16.497,118.457,2,0.0138,False,True
whole_substring,25.0,0.5407,19.91,132.054,2,0.0019,False,False
uniform,60.0,0.8056,33.827,191.541,1,0.0004,False,False
whole_substring,25.0,0.5801,20.846,70.302,3,0.0538,False,True
whole_substring,45.0,0.8886,28.754,25.704,3,0.0804,False,True
sub_substring,60.0,0.238,7.463,51.611,3,0.1191,False,True
whole_substring,60.0,0.8784,54.379,134.769,3,0.0691,False,True
uniform,45.0,0.833,32.708,51.272,1,0.011,False,True
uniform,25.0,0.8475,38.155,145.147,1,0.0236,False,True
sub_substring,60.0,0.5437,10.088,40.444,3,0.0036,False,False
sub_substring,60.0,0.5592,28.178,112.403,2,0.0297,False,True
sub_substring,25.0,0.8712,28.297,100.51,2,0.0668,False,True
uniform,45.0,0.7985,27.836,211.982,1,0.0,False,False
whole_substring,60.0,0.8708,27.461,60.069,2,0.0599,False,True
sub_substring,45.0,0.845,31.259,215.589,2,0.0333,False,True
whole_substring,60.0,0.2518,7.956,56.229,3,0.0287,False,True
sub_substring,25.0,0.2573,9.399,68.115,3,0.0138,False,True
whole_substring,60.0,0.8908,30.898,24.232,3,0.0619,True,True
whole_substring,45.0,0.5509,17.852,113.159,2,0.009,False,False
sub_substring,60.0,0.8818,21.948,48.316,3,0.0633,True,True
sub_substring,25.0,0.6069,22.279,82.162,3,0.0939,False,True
sub_substring,45.0,0.8885,32.217,133.856,3,0.0032,True,False
sub_substring,45.0,0.5629,18.264,55.194,3,0.0269,False,True
sub_substring,45.0,0.5477,21.008,46.836,3,0.0071,False,False
whole_substring,45.0,0.8029,35.052,279.314,1,0.0001,False,False
sub_substring,45.0,0.9016,32.77,125.525,3,0.0897,False,True
sub_substring,25.0,0.9125,29.015,81.76,2,0.0568,False,True
sub_substring,60.0,0.5499,19.26,42.697,2,0.0071,False,False
sub_substring,45.0,0.2529,9.927,76.985,3,0.0248,False,True
whole_substring,60.0,0.8367,25.796,103.571,2,0.0175,False,True
whole_substring,25.0,0.8176,30.113,190.956,1,0.0042,False,False
sub_substring,25.0,0.5706,20.805,88.97,3,0.041,False,True
sub_substring,60.0,0.523,18.074,137.149,2,0.0042,False,False
sub_substring,60.0,0.5248,16.066,80.445,3,0.0028,False,False
whole_substring,45.0,0.8686,29.35,138.536,2,0.053,False,True
whole_substring,45.0,0.5677,21.314,84.729,3,0.0291,False,True
sub_substring,60.0,0.5469,16.694,105.137,3,0.0094,False,False
sub_substring,60.0,0.9148,35.885,65.48,3,0.1135,False,True
sub_substring,25.0,0.2583,11.369,62.857,3,0.011,False,True
sub_substring,60.0,0.884,29.295,65.543,3,0.0728,False,True
whole_substring,60.0,0.822,30.368,97.335,1,0.0077,False,False
whole_substring,45.0,0.5224,17.676,110.034,2,0.004,False,False
whole_substring,45.0,0.534,20.572,67.626,2,0.0,False,False
sub_substring,60.0,0.2328,7.931,70.676,3,0.1198,True,True
whole_substring,45.0,0.8339,27.761,131.966,2,0.0188,False,True
sub_substring,25.0,0.2557,9.03,55.668,3,0.0198,False,True
sub_substring,60.0,0.5688,18.432,60.568,3,0.0342,False,True
whole_substring,45.0,0.5249,20.786,137.733,2,0.0019,False,False
sub_substring,25.0,0.5895,25.743,77.204,3,0.0707,False,True
whole_substring,60.0,0.5746,21.308,60.512,3,0.0426,False,True
sub_substring,45.0,0.5264,16.368,101.997,3,0.0022,False,False
sub_substring,60.0,0.8806,34.419,111.384,3,0.0657,False,True
uniform,45.0,0.7968,27.131,181.039,1,0.0001,False,False
whole_substring,45.0,0.8783,35.646,103.119,3,0.0688,False,True
whole_substring,45.0,0.5253,15.494,105.493,2,0.0019,False,False
sub_substring,60.0,0.8695,26.882,76.054,3,0.0531,True,True
sub_substring,45.0,0.5678,30.382,74.238,3,0.0343,False,True
whole_substring,25.0,0.8896,33.424,125.878,3,0.0846,False,True
sub_substring,60.0,0.533,16.431,88.94,2,0.0,False,False
sub_substring,45.0,0.5842,17.371,70.616,3,0.0671,False,True
whole_substring,25.0,0.5661,20.844,122.683,3,0.0341,False,True
sub_substring,45.0,0.8839,24.937,36.554,3,0.0703,False,True
sub_substring,25.0,0.9031,32.758,64.622,3,0.1068,False,True
whole_substring,60.0,0.869,34.197,99.123,3,0.0577,False,True
whole_substring,60.0,0.5625,17.086,46.882,3,0.0247,False,True
sub_substring,45.0,0.5608,17.651,120.981,2,0.0245,False,True
sub_substring,60.0,0.8625,33.301,150.494,2,0.0597,False,True
sub_substring,25.0,0.9285,33.899,60.254,3,0.1311,False,True
uniform,45.0,0.7665,6.098,43.375,1,0.0142,False,True
whole_substring,25.0,0.2593,9.006,32.614,3,0.0078,False,False
whole_substring,45.0,0.5397,21.638,103.655,2,0.0014,False,False
whole_substring,25.0,0.8818,33.697,163.239,2,0.0753,False,True
uniform,25.0,0.8085,30.959,252.626,1,0.001,False,False
sub_substring,60.0,0.8653,33.693,86.94,3,0.0542,False,True
whole_substring,25.0,0.8586,27.414,78.619,1,0.0413,False,True
sub_substring,60.0,0.553,20.501,103.781,3,0.0117,False,True
uniform,60.0,0.8057,40.477,251.806,1,0.0004,False,False
sub_substring,45.0,0.8666,34.559,153.407,2,0.0417,False,True
sub_substring,45.0,0.2471,7.794,54.233,3,0.0533,False,True
whole_substring,25.0,0.8756,30.66,74.394,3,0.0668,False,True
sub_substring,25.0,0.898,35.682,135.199,3,0.0941,False,True
whole_substring,45.0,0.8594,28.886,147.459,2,0.0464,False,True
sub_substring,25.0,0.91,41.894,84.433,3,0.1053,False,True
whole_substring,60.0,0.5319,20.455,123.821,3,0.0001,False,False
whole_substring,60.0,0.5513,20.287,79.36,2,0.0085,False,False
sub_substring,25.0,0.5537,24.324,162.933,2,0.0143,False,True
whole_substring,60.0,0.8057,26.213,195.285,1,0.0005,False,False
uniform,25.0,0.8327,37.6,223.953,1,0.0123,False,True
sub_substring,45.0,0.526,17.526,71.986,2,0.0016,False,False
whole_substring,60.0,0.2376,7.016,46.526,3,0.1134,False,True
sub_substring,60.0,0.5328,16.569,103.354,2,0.0,False,False
whole_substring,60.0,0.7893,22.806,90.703,2,0.0016,False,False
uniform,60.0,0.8223,25.642,55.388,1,0.0051,False,False
sub_substring,25.0,0.89,32.782,108.484,2,0.0848,False,True
uniform,45.0,0.7577,26.108,215.674,1,0.0237,False,True
sub_substring,25.0,0.9147,28.37,48.964,3,0.0643,False,True
whole_substring,60.0,0.5308,19.921,106.609,2,0.0002,False,False
sub_substring,45.0,0.5653,19.256,60.693,3,0.0327,False,True
whole_substring,45.0,0.8314,46.028,233.898,2,0.0135,False,True
sub_substring,60.0,0.8566,25.794,70.937,3,0.0404,False,True
whole_substring,60.0,0.555,18.012,79.91,3,0.0155,False,True
whole_substring,25.0,0.8741,31.425,107.786,3,0.0673,False,True
uniform,60.0,0.7923,30.05,160.367,1,0.0007,False,False
sub_substring,45.0,0.2447,7.917,50.185,2,0.0744,False,True
sub_substring,60.0,0.6054,22.35,43.091,3,0.0923,False,True
sub_substring,25.0,0.885,32.833,84.29,2,0.079,False,True
uniform,60.0,0.81,14.973,56.287,1,0.0011,False,False
sub_substring,25.0,0.8803,32.425,86.352,3,0.0723,False,True
uniform,60.0,0.8085,29.813,151.75,1,0.0007,False,False
sub_substring,60.0,0.5385,16.508,69.088,2,0.0009,False,False
whole_substring,60.0,0.2203,3.858,18.017,2,0.3417,True,True
sub_substring,45.0,0.923,24.133,40.31,3,0.0822,True,True
sub_substring,25.0,0.5449,25.426,211.382,2,0.0049,False,False
uniform,45.0,0.8208,33.735,203.145,1,0.0048,False,False
uniform,25.0,0.8558,29.407,33.555,1,0.0302,False,True
whole_substring,60.0,0.8338,31.174,142.349,3,0.018,False,True
whole_substring,45.0,0.5463,18.392,106.508,3,0.0059,False,False
sub_substring,45.0,0.8849,29.208,86.758,2,0.0808,False,True
whole_substring,60.0,0.8839,31.038,16.857,3,0.0722,False,True
sub_substring,45.0,0.8893,30.53,57.164,2,0.032,True,True
whole_substring,25.0,0.8695,31.756,133.402,2,0.0558,False,True
whole_substring,60.0,0.5667,15.646,50.727,3,0.0307,False,True
sub_substring,45.0,0.8829,30.508,95.282,3,0.0736,False,True
whole_substring,25.0,0.5475,24.113,129.258,2,0.0065,False,False
sub_substring,25.0,0.5646,25.89,150.005,3,0.0319,False,True
whole_substring,45.0,0.8382,34.783,185.705,2,0.0242,False,True
sub_substring,45.0,0.8672,46.543,115.485,3,0.0656,False,True
whole_substring,25.0,0.8844,31.03,100.683,3,0.0626,True,True
whole_substring,45.0,0.5411,21.179,84.279,2,0.0017,False,False
sub_substring,60.0,0.531,25.375,75.83,2,0.0002,False,False
whole_substring,45.0,0.562,22.433,97.199,3,0.0213,False,True
whole_substring,25.0,0.8708,31.136,70.98,2,0.0533,False,True
whole_substring,60.0,0.8257,27.406,107.876,1,0.0103,False,True
uniform,25.0,0.8078,30.024,235.159,1,0.0008,False,False
sub_substring,25.0,0.5794,21.832,72.117,3,0.0555,False,True
sub_substring,60.0,0.2343,7.077,41.251,2,0.159,False,True
sub_substring,25.0,0.8961,38.641,102.914,3,0.0883,False,True
whole_substring,45.0,0.8214,28.534,132.72,1,0.0064,False,False
whole_substring,25.0,0.8782,31.888,126.49,3,0.0702,False,True
whole_substring,60.0,0.2441,8.886,32.372,2,0.0667,False,True
whole_substring,45.0,0.8486,29.086,140.015,2,0.0355,False,True
sub_substring,25.0,0.8955,32.813,73.031,3,0.0867,False,True
sub_substring,25.0,0.909,31.66,33.15,3,0.1027,False,True
whole_substring,45.0,0.5548,19.023,99.873,3,0.015,False,True
sub_substring,45.0,0.5728,23.622,75.582,3,0.0529,False,True
sub_substring,60.0,0.8448,31.468,80.663,3,0.0286,False,True
whole_substring,45.0,0.8662,27.299,31.997,2,0.0533,False,True
whole_substring,60.0,0.835,31.317,145.465,3,0.0186,False,True
sub_substring,60.0,0.5375,21.573,129.668,3,0.0007,False,False
whole_substring,25.0,0.564,23.992,173.755,2,0.0242,False,True
sub_substring,60.0,0.5355,19.897,134.907,2,0.0001,False,False
whole_substring,45.0,0.8503,29.646,132.717,3,0.0367,False,True
uniform,45.0,0.8403,27.976,42.452,1,0.0162,False,True
sub_substring,45.0,0.2447,7.801,32.45,3,0.0745,False,True
sub_substring,60.0,0.5599,17.111,57.014,3,0.0212,False,True
sub_substring,25.0,0.5828,20.112,45.829,3,0.0557,False,True
sub_substring,45.0,0.5227,21.578,168.299,2,0.0043,False,False
sub_substring,60.0,0.8746,32.261,107.701,3,0.0615,False,True
whole_substring,45.0,0.5346,17.562,87.224,2,0.0,False,False
sub_substring,60.0,0.8743,29.964,38.525,2,0.0578,False,True
uniform,60.0,0.7814,30.345,198.873,1,0.0041,False,False
sub_substring,25.0,0.5767,20.634,54.509,3,0.0488,False,True
sub_substring,45.0,0.5361,16.276,112.736,3,0.0003,False,False
sub_substring,60.0,0.5804,17.916,63.834,3,0.0654,False,True
whole_substring,25.0,0.8903,38.148,64.826,2,0.0843,False,True
