geometry,temp_C,coeff_Vmp_Voc,gmpp_V,gmpp_P_W,n_peaks,power_lost_frac,region_error,region_error_costly
sub_substring,45.0,0.5704,30.756,114.11,3,0.0389,False,True
sub_substring,25.0,0.5525,19.397,130.351,2,0.0087,False,False
sub_substring,25.0,0.6247,35.614,85.78,3,0.0804,True,True
whole_substring,45.0,0.886,22.996,34.153,3,0.0783,False,True
sub_substring,25.0,0.5763,25.279,86.953,3,0.0506,False,True
sub_substring,45.0,0.258,9.538,70.365,2,0.0117,False,True
whole_substring,60.0,0.8462,27.093,106.396,2,0.0307,False,True
whole_substring,60.0,0.5932,43.059,112.326,3,0.0728,False,True
whole_substring,45.0,0.2452,9.839,49.934,3,0.0631,False,True
whole_substring,25.0,0.2579,8.947,43.969,2,0.0117,False,True
whole_substring,25.0,0.8211,32.57,267.58,1,0.0083,False,False
whole_substring,25.0,0.8654,31.991,120.236,2,0.0548,False,True
whole_substring,60.0,0.8376,50.903,242.336,1,0.0182,False,True
whole_substring,60.0,0.5207,16.684,105.857,2,0.0048,False,False
uniform,45.0,0.8343,31.339,39.145,1,0.0115,False,True
sub_substring,60.0,0.5127,16.619,118.393,2,0.0142,False,True
whole_substring,60.0,0.5626,33.27,167.801,2,0.0208,False,True
whole_substring,25.0,0.2505,8.863,68.029,3,0.0431,False,True
whole_substring,45.0,0.8451,34.49,177.531,2,0.0322,False,True
whole_substring,60.0,0.5374,16.439,88.098,2,0.0005,False,False
sub_substring,45.0,0.8814,27.998,48.866,3,0.0709,False,True
sub_substring,45.0,0.5424,21.303,65.294,2,0.0027,False,False
sub_substring,25.0,0.5957,37.45,102.989,3,0.0817,False,True
whole_substring,60.0,0.546,19.924,101.251,3,0.0049,False,False
whole_substring,45.0,0.8275,34.415,165.745,1,0.0112,False,True
uniform,60.0,0.7719,23.642,166.855,1,0.0094,False,False
sub_substring,60.0,0.8667,29.455,141.421,2,0.0664,False,True
sub_substring,25.0,0.5403,24.879,209.805,2,0.0018,False,False
sub_substring,60.0,0.8815,27.729,67.545,3,0.0695,False,True
whole_substring,45.0,0.8363,22.567,95.023,2,0.0185,False,True
sub_substring,45.0,0.8682,29.382,111.932,3,0.0069,True,False
sub_substring,45.0,0.9144,31.442,76.206,3,0.1107,False,True
sub_substring,25.0,0.5586,20.774,119.232,3,0.0236,False,True
whole_substring,25.0,0.579,20.744,66.846,3,0.0551,False,True
whole_substring,60.0,0.8661,32.877,85.313,3,0.0511,False,True
sub_substring,25.0,0.9036,37.971,98.281,2,0.0703,False,True
uniform,60.0,0.825,25.282,66.099,1,0.0062,False,False
sub_substring,60.0,0.8689,35.623,158.276,3,0.0666,False,True
sub_substring,60.0,0.5654,20.048,57.601,2,0.034,False,True
sub_substring,25.0,0.8958,31.108,48.115,3,0.0673,True,True
sub_substring,45.0,0.5361,17.248,32.694,2,0.0002,False,False
sub_substring,25.0,0.5604,25.207,171.643,2,0.0195,False,True
uniform,25.0,0.8525,38.61,91.519,1,0.028,False,True
whole_substring,25.0,0.878,39.295,151.245,3,0.0704,False,True
uniform,45.0,0.8145,28.473,167.672,1,0.0024,False,False
whole_substring,60.0,0.5653,20.742,96.469,3,0.0276,False,True
whole_substring,45.0,0.8798,47.257,116.267,3,0.0672,False,True
uniform,60.0,0.8073,26.985,137.284,1,0.0006,False,False
sub_substring,45.0,0.8456,28.421,126.324,2,0.0344,False,True
sub_substring,25.0,0.9045,42.364,131.296,3,0.1011,False,True
whole_substring,60.0,0.8406,27.424,96.124,2,0.0241,False,True
whole_substring,60.0,0.8045,33.511,227.207,1,0.0003,False,False
sub_substring,60.0,0.5265,15.435,58.244,3,0.0018,False,False
uniform,45.0,0.8303,31.294,45.763,1,0.009,False,False
sub_substring,25.0,0.568,20.818,115.106,3,0.0358,False,True
whole_substring,25.0,0.879,38.126,61.618,3,0.0697,False,True
sub_substring,45.0,0.8308,46.017,241.753,2,0.0128,False,True
whole_substring,45.0,0.8803,30.013,82.959,2,0.0033,True,False
sub_substring,60.0,0.8796,24.121,78.588,2,0.0756,False,True
whole_substring,25.0,0.8998,33.633,66.702,3,0.095,False,True
whole_substring,25.0,0.532,19.812,166.086,2,0.0,False,False
whole_substring,45.0,0.8422,35.285,155.792,2,0.0238,False,True
whole_substring,60.0,0.866,25.851,54.503,3,0.0494,False,True
whole_substring,25.0,0.5746,31.96,120.414,3,0.0468,False,True
sub_substring,45.0,0.8689,29.819,147.999,3,0.0583,False,True
sub_substring,25.0,0.8446,30.884,164.336,2,0.03,False,True
sub_substring,25.0,0.5937,22.443,88.204,3,0.0862,False,True
whole_substring,60.0,0.535,21.01,135.45,2,0.0001,False,False
sub_substring,60.0,0.8484,25.597,164.018,2,0.0474,False,True
sub_substring,60.0,0.5411,21.089,73.09,2,0.002,False,False
sub_substring,60.0,0.8188,30.708,127.832,1,0.0056,False,False
whole_substring,60.0,0.549,20.916,139.999,3,0.0074,False,False
sub_substring,25.0,0.5858,20.582,67.214,3,0.0771,False,True
uniform,60.0,0.8095,29.947,116.318,1,0.001,False,False
whole_substring,60.0,0.8439,27.162,112.908,2,0.03,False,True
whole_substring,60.0,0.5617,19.576,52.938,3,0.0224,False,True
whole_substring,25.0,0.8702,31.911,135.283,3,0.0605,False,True
sub_substring,45.0,0.8744,29.382,71.283,2,0.0613,False,True
whole_substring,45.0,0.8198,31.161,243.945,2,0.0078,False,False
sub_substring,25.0,0.5868,18.887,63.346,3,0.0636,False,True
whole_substring,25.0,0.5608,25.006,141.901,3,0.0258,False,True
sub_substring,60.0,0.8789,31.284,87.572,2,0.0584,False,True
whole_substring,60.0,0.2486,7.897,37.04,2,0.0452,False,True
sub_substring,45.0,0.5396,20.158,49.829,2,0.0011,False,False
sub_substring,45.0,0.5827,20.339,81.338,3,0.0591,False,True
sub_substring,45.0,0.5601,16.069,58.999,3,0.0197,False,True
whole_substring,25.0,0.8672,39.175,186.364,2,0.0589,False,True
sub_substring,25.0,0.2572,9.655,73.614,3,0.0132,False,True
whole_substring,25.0,0.8547,37.854,181.607,3,0.0443,False,True
whole_substring,60.0,0.8455,26.351,94.128,2,0.0274,False,True
uniform,45.0,0.8234,32.197,96.301,1,0.0057,False,False
sub_substring,60.0,0.8979,29.191,76.98,3,0.1008,False,True
sub_substring,25.0,0.8803,32.286,126.438,3,0.0678,False,True
sub_substring,60.0,0.532,15.254,97.623,2,0.0,False,False
whole_substring,25.0,0.5697,20.106,51.138,3,0.0383,False,True
whole_substring,45.0,0.8281,16.929,95.569,2,0.0156,False,True
whole_substring,60.0,0.5436,16.753,66.088,2,0.003,False,False
whole_substring,25.0,0.5784,25.224,90.026,3,0.0541,False,True
uniform,25.0,0.8541,35.805,39.62,1,0.0283,False,True
whole_substring,45.0,0.2487,9.777,78.975,3,0.045,False,True
sub_substring,45.0,0.9433,41.043,27.393,3,0.1163,True,True
sub_substring,60.0,0.2573,8.805,55.573,3,0.0098,False,False
whole_substring,45.0,0.5641,18.941,73.621,3,0.0292,False,True
whole_substring,45.0,0.8433,24.61,78.465,2,0.0266,False,True
whole_substring,60.0,0.5403,17.936,57.88,3,0.0013,False,False
uniform,60.0,0.8281,30.208,54.886,1,0.0078,False,False
whole_substring,45.0,0.5279,21.109,127.245,2,0.001,False,False
sub_substring,45.0,0.8719,35.948,78.638,3,0.0328,True,True
sub_substring,25.0,0.9053,38.312,38.228,2,0.0974,False,True
sub_substring,60.0,0.8718,32.953,120.904,2,0.071,False,True
sub_substring,60.0,0.5436,20.807,114.959,3,0.0038,False,False
uniform,25.0,0.8402,35.976,127.4,1,0.017,False,True
whole_substring,25.0,0.8309,26.155,128.793,1,0.0148,False,True
uniform,25.0,0.8465,36.891,122.133,1,0.022,False,True
sub_substring,60.0,0.575,22.045,58.899,3,0.0452,False,True
sub_substring,60.0,0.8436,30.504,103.503,3,0.0267,False,True
whole_substring,25.0,0.8476,32.302,183.355,2,0.0348,False,True
sub_substring,25.0,0.8708,31.4,118.629,3,0.0621,False,True
whole_substring,45.0,0.8724,30.026,108.498,3,0.0597,False,True
sub_substring,45.0,0.8683,28.753,60.337,2,0.0563,False,True
whole_substring,25.0,0.8651,47.154,200.433,2,0.0601,False,True
sub_substring,60.0,0.5521,19.517,63.632,3,0.0107,False,True
whole_substring,60.0,0.8171,26.313,148.194,2,0.0039,False,False
uniform,25.0,0.8121,46.485,319.785,1,0.0019,False,False
uniform,25.0,0.8232,38.477,313.329,1,0.0066,False,False
sub_substring,60.0,0.232,7.075,46.553,3,0.1536,True,True
sub_substring,60.0,0.5131,13.221,65.903,2,0.017,False,True
uniform,45.0,0.8238,27.616,109.562,1,0.0062,False,False
whole_substring,25.0,0.5522,24.944,133.348,2,0.0113,False,True
whole_substring,60.0,0.8709,27.098,71.752,2,0.0317,True,True
sub_substring,45.0,0.9025,37.013,131.157,3,0.0919,False,True
sub_substring,60.0,0.5443,19.567,112.721,2,0.0032,False,False
uniform,45.0,0.8397,27.065,48.202,1,0.0153,False,True
sub_substring,25.0,0.9328,35.448,71.217,3,0.1035,True,True
whole_substring,25.0,0.8958,31.683,64.133,3,0.0864,True,True
whole_substring,60.0,0.8734,28.95,98.907,3,0.0482,True,True
sub_substring,60.0,0.8714,29.156,94.818,3,0.0682,False,True
sub_substring,25.0,0.263,12.262,96.786,3,0.0018,False,False
sub_substring,25.0,0.264,11.269,72.611,3,0.001,False,False
whole_substring,25.0,0.8697,31.053,82.025,3,0.0607,False,True
whole_substring,25.0,0.5475,21.177,165.585,2,0.0071,False,False
uniform,60.0,0.8277,32.5,102.811,1,0.008,False,False
uniform,45.0,0.8087,29.333,231.127,1,0.0009,False,False
sub_substring,25.0,0.8801,33.918,134.85,3,0.0739,False,True
uniform,45.0,0.8267,35.29,250.857,1,0.0076,False,False
sub_substring,25.0,0.6191,30.179,126.836,3,0.0858,False,True
sub_substring,45.0,0.5332,21.444,60.719,2,0.0,False,False
sub_substring,25.0,0.9292,55.046,124.259,3,0.0812,True,True
sub_substring,45.0,0.5528,18.238,84.522,3,0.0198,False,True
whole_substring,45.0,0.5501,21.332,64.761,2,0.0072,False,False
whole_substring,25.0,0.5356,23.153,140.258,2,0.0002,False,False
sub_substring,60.0,0.2458,7.714,51.528,3,0.0614,False,True
sub_substring,60.0,0.5656,21.093,80.934,3,0.0293,False,True
sub_substring,60.0,0.5405,16.855,85.167,3,0.0018,False,False
uniform,45.0,0.8108,27.688,159.764,1,0.0014,False,False
sub_substring,60.0,0.4969,17.861,121.108,2,0.0364,False,True
sub_substring,25.0,0.9189,33.614,72.756,3,0.1232,False,True
whole_substring,60.0,0.8512,26.944,35.6,2,0.0292,False,True
uniform,25.0,0.8515,32.76,109.211,1,0.0249,False,True
uniform,45.0,0.806,28.213,186.405,1,0.0004,False,False
whole_substring,60.0,0.5726,19.967,36.859,3,0.0357,False,True
whole_substring,45.0,0.8104,32.572,227.919,1,0.0015,False,False
sub_substring,60.0,0.5504,17.161,85.623,3,0.0166,False,True
sub_substring,60.0,0.5785,23.918,127.477,3,0.0502,False,True
whole_substring,45.0,0.8633,28.837,114.906,2,0.0516,False,True
uniform,45.0,0.8144,24.401,114.148,1,0.0022,False,False
whole_substring,25.0,0.8761,32.71,118.091,2,0.0656,False,True
whole_substring,25.0,0.8955,51.428,75.092,3,0.079,False,True
sub_substring,60.0,0.5651,22.685,132.224,3,0.0282,False,True
uniform,45.0,0.8273,33.082,66.666,1,0.0078,False,False
whole_substring,60.0,0.5427,17.392,60.243,2,0.0026,False,False
sub_substring,25.0,0.255,11.056,71.096,3,0.0209,False,True
whole_substring,25.0,0.5777,25.187,100.581,3,0.0522,False,True
whole_substring,60.0,0.7969,24.73,109.02,1,0.0001,False,False
sub_substring,60.0,0.8358,26.552,111.955,2,0.0154,False,True
whole_substring,45.0,0.5687,22.823,102.826,3,0.0356,False,True
whole_substring,60.0,0.8644,33.299,76.014,2,0.0488,False,True
uniform,60.0,0.7937,25.618,153.756,1,0.0005,False,False
sub_substring,25.0,0.2787,12.233,63.506,3,0.0241,False,True
whole_substring,60.0,0.5131,15.73,124.962,2,0.0113,False,True
uniform,25.0,0.8255,36.205,115.628,1,0.0078,False,False
whole_substring,45.0,0.5798,18.752,66.207,3,0.05,False,True
whole_substring,45.0,0.8812,17.248,26.873,3,0.0669,False,True
sub_substring,25.0,0.9131,41.002,172.053,3,0.0789,True,True
whole_substring,45.0,0.8427,28.123,107.441,3,0.0295,False,True
whole_substring,45.0,0.5519,19.593,121.482,3,0.0127,False,True
sub_substring,25.0,0.6148,26.718,67.347,3,0.1198,False,True
whole_substring,60.0,0.5217,19.311,126.904,2,0.0046,False,False
sub_substring,60.0,0.8559,24.923,21.927,2,0.0341,False,True
whole_substring,25.0,0.8394,32.344,247.982,1,0.0184,False,True
whole_substring,25.0,0.8922,24.015,58.512,2,0.0756,False,True
whole_substring,60.0,0.8512,31.767,52.198,2,0.0358,False,True
whole_substring,25.0,0.8896,33.689,147.183,3,0.0849,False,True
sub_substring,60.0,0.8824,31.862,20.675,3,0.0682,False,True
sub_substring,45.0,0.8792,28.731,101.505,2,0.0706,False,True
sub_substring,45.0,0.544,17.881,79.985,2,0.0036,False,False
sub_substring,45.0,0.5826,19.646,77.607,3,0.0694,False,True
sub_substring,60.0,0.5591,19.663,62.291,3,0.0197,False,True
sub_substring,25.0,0.562,20.302,114.564,3,0.0265,False,True
sub_substring,25.0,0.5809,25.984,93.95,3,0.0573,False,True
whole_substring,25.0,0.5919,26.483,95.332,3,0.0748,False,True
whole_substring,45.0,0.8262,31.934,93.124,1,0.009,False,False
whole_substring,45.0,0.5778,23.401,87.811,3,0.0489,False,True
sub_substring,45.0,0.8521,28.332,97.182,2,0.0378,False,True
whole_substring,25.0,0.5368,19.499,121.394,2,0.0004,False,False
uniform,45.0,0.8116,33.111,230.923,1,0.0016,False,False
sub_substring,25.0,0.9236,42.513,137.638,3,0.1223,False,True
sub_substring,60.0,0.546,16.858,74.84,3,0.0055,False,False
sub_substring,25.0,0.2603,11.507,72.975,3,0.0063,False,False
sub_substring,60.0,0.8269,33.119,235.84,1,0.0149,False,True
uniform,25.0,0.84,30.537,118.622,1,0.0176,False,True
whole_substring,25.0,0.5773,20.339,49.995,3,0.0524,False,True
uniform,25.0,0.8121,36.362,246.227,1,0.0018,False,False
whole_substring,25.0,0.8664,31.254,100.535,2,0.0572,False,True
sub_substring,45.0,0.8351,28.006,135.927,1,0.0206,False,True
whole_substring,45.0,0.5481,17.868,60.933,2,0.0066,False,False
whole_substring,25.0,0.8532,32.851,176.244,2,0.0425,False,True
sub_substring,25.0,0.5507,20.854,165.158,2,0.0131,False,True
whole_substring,25.0,0.867,41.358,192.047,2,0.0573,False,True
whole_substring,25.0,0.5516,24.511,178.528,2,0.0109,False,True
whole_substring,25.0,0.9027,31.339,113.51,3,0.083,True,True
uniform,60.0,0.8102,25.328,91.458,1,0.0011,False,False
whole_substring,45.0,0.5397,21.578,117.835,2,0.0012,False,False
sub_substring,60.0,0.5437,20.354,99.819,2,0.0026,False,False
whole_substring,25.0,0.5638,11.946,55.695,3,0.0304,False,True
whole_substring,60.0,0.2484,9.644,77.72,3,0.0436,False,True
whole_substring,60.0,0.5191,19.854,146.934,2,0.0056,False,False
whole_substring,45.0,0.8454,29.927,132.086,2,0.0319,False,True
whole_substring,25.0,0.8772,31.809,85.14,3,0.0671,False,True
whole_substring,45.0,0.8667,34.67,53.412,2,0.05,False,True
sub_substring,45.0,0.2372,6.648,41.799,3,0.1277,False,True
whole_substring,60.0,0.5333,20.705,140.11,2,0.0,False,False
sub_substring,25.0,0.9083,40.747,115.397,3,0.1128,False,True
uniform,60.0,0.817,27.74,22.294,1,0.0027,False,False
sub_substring,45.0,0.4396,3.424,22.67,2,0.3628,False,True
sub_substring,60.0,0.913,31.677,71.886,3,0.1062,False,True
uniform,25.0,0.8551,47.36,63.869,1,0.0297,False,True
sub_substring,60.0,0.8756,43.494,131.391,3,0.0748,False,True
whole_substring,60.0,0.2416,8.683,55.416,3,0.0785,False,True
uniform,45.0,0.81,27.986,154.497,1,0.0012,False,False
sub_substring,25.0,0.9276,25.384,29.726,3,0.095,False,True
sub_substring,45.0,0.839,34.332,163.54,2,0.0256,False,True
uniform,25.0,0.8202,31.155,202.02,1,0.005,False,False
whole_substring,60.0,0.8647,32.153,69.696,3,0.0516,False,True
whole_substring,60.0,0.8628,27.977,71.786,3,0.0492,False,True
sub_substring,45.0,0.5198,16.962,86.002,3,0.0082,False,False
whole_substring,25.0,0.5556,20.357,117.259,3,0.0166,False,True
whole_substring,45.0,0.2655,10.098,44.868,2,0.0001,False,False
whole_substring,25.0,0.5649,24.335,108.98,3,0.0305,False,True
sub_substring,60.0,0.9164,29.173,83.462,3,0.0169,True,True
sub_substring,25.0,0.5739,20.69,79.048,3,0.058,False,True
whole_substring,45.0,0.848,36.451,238.166,2,0.0357,False,True
whole_substring,60.0,0.5247,19.045,90.322,2,0.0017,False,False
whole_substring,45.0,0.8421,32.867,150.687,3,0.0267,False,True
sub_substring,45.0,0.566,21.953,72.368,3,0.031,False,True
whole_substring,45.0,0.8505,46.158,174.892,3,0.0384,False,True
whole_substring,25.0,0.8867,38.395,54.767,2,0.0712,False,True
uniform,60.0,0.8218,29.878,59.392,1,0.0044,False,False
whole_substring,45.0,0.8416,26.58,75.983,2,0.0255,False,True
whole_substring,45.0,0.836,27.263,91.614,2,0.0151,False,True
whole_substring,45.0,0.8363,34.093,156.525,2,0.0205,False,True
uniform,25.0,0.8425,35.745,180.96,1,0.0174,False,True
sub_substring,25.0,0.8338,30.919,200.906,1,0.0292,False,True
sub_substring,45.0,0.8715,23.342,69.02,2,0.0591,False,True
sub_substring,60.0,0.5411,12.83,67.649,3,0.0019,False,False
uniform,45.0,0.8093,27.67,165.399,1,0.001,False,False
sub_substring,45.0,0.9097,30.732,69.348,3,0.1116,False,True
whole_substring,25.0,0.8197,31.146,210.943,1,0.0056,False,False
whole_substring,45.0,0.8034,25.925,144.454,1,0.0002,False,False
sub_substring,60.0,0.2381,6.985,31.183,3,0.1193,False,True
whole_substring,25.0,0.904,33.853,38.886,3,0.0936,False,True
whole_substring,25.0,0.8828,38.881,91.356,3,0.0756,False,True
whole_substring,60.0,0.8607,25.517,51.576,3,0.0432,False,True
sub_substring,25.0,0.568,20.188,84.818,3,0.0366,False,True
whole_substring,45.0,0.863,36.35,154.819,3,0.0488,False,True
whole_substring,45.0,0.2442,7.98,53.498,3,0.0747,False,True
sub_substring,45.0,0.5719,18.858,62.93,3,0.04,False,True
whole_substring,45.0,0.5188,21.027,130.147,2,0.0064,False,False
uniform,60.0,0.7942,24.701,107.498,1,0.0004,False,False
uniform,25.0,0.8272,35.425,155.153,1,0.0086,False,False
uniform,60.0,0.8262,14.127,12.025,1,0.0065,False,False
whole_substring,60.0,0.4941,19.417,154.227,2,0.0434,False,True
sub_substring,45.0,0.5557,19.316,64.693,3,0.0174,False,True
uniform,25.0,0.836,35.684,95.858,1,0.0139,False,True
whole_substring,25.0,0.2665,14.998,85.437,3,0.0,False,False
uniform,25.0,0.8098,36.165,224.213,1,0.0012,False,False
whole_substring,25.0,0.5588,21.026,110.592,3,0.0234,False,True
uniform,60.0,0.8179,25.109,109.989,1,0.0032,False,False
sub_substring,60.0,0.8468,31.079,78.957,2,0.0296,False,True
uniform,25.0,0.816,30.01,161.535,1,0.0033,False,False
whole_substring,25.0,0.8517,40.729,224.437,2,0.0391,False,True
whole_substring,25.0,0.2618,15.371,112.81,3,0.0033,False,False
sub_substring,60.0,0.5354,18.745,61.384,3,0.0001,False,False
sub_substring,25.0,0.5722,16.277,44.928,3,0.0397,False,True
sub_substring,60.0,0.5201,19.6,59.976,2,0.0054,False,False
sub_substring,60.0,0.888,31.622,18.816,3,0.0781,False,True
uniform,25.0,0.8272,30.088,125.427,1,0.0086,False,False
sub_substring,45.0,0.8922,29.836,57.084,3,0.0835,False,True
whole_substring,25.0,0.2496,6.727,31.446,3,0.051,False,True
sub_substring,25.0,0.8388,29.953,129.438,1,0.0214,False,True
sub_substring,60.0,0.2451,7.884,47.888,2,0.0659,False,True
sub_substring,60.0,0.8464,32.189,143.256,2,0.0341,False,True
uniform,45.0,0.8048,35.423,316.48,1,0.0003,False,False
whole_substring,45.0,0.8631,34.183,76.289,3,0.0497,False,True
whole_substring,45.0,0.5731,22.574,45.539,3,0.0421,False,True
sub_substring,25.0,0.9161,33.407,90.937,3,0.1124,False,True
whole_substring,60.0,0.865,30.991,55.05,2,0.0496,False,True
uniform,25.0,0.8087,34.827,259.028,1,0.0009,False,False
uniform,45.0,0.8155,28.713,160.724,1,0.0029,False,False
sub_substring,45.0,0.5849,23.064,97.246,3,0.0731,False,True
uniform,25.0,0.8448,36.197,128.076,1,0.0193,False,True
sub_substring,45.0,0.2401,9.177,39.066,3,0.0935,False,True
uniform,60.0,0.8026,26.234,186.204,1,0.0001,False,False
sub_substring,25.0,0.8805,32.036,126.677,3,0.0731,False,True
sub_substring,45.0,0.5738,21.669,109.205,3,0.0392,False,True
sub_substring,25.0,0.557,25.475,184.182,2,0.0178,False,True
uniform,25.0,0.8377,33.056,105.571,1,0.0153,False,True
sub_substring,60.0,0.8638,32.587,96.269,2,0.0499,False,True
whole_substring,25.0,0.8614,30.707,74.802,2,0.0467,False,True
whole_substring,25.0,0.252,8.837,66.358,3,0.0333,False,True
whole_substring,25.0,0.8808,39.952,170.507,3,0.0745,False,True
whole_substring,25.0,0.2648,9.703,37.533,2,0.0004,False,False
sub_substring,60.0,0.2403,7.676,58.241,3,0.1057,False,True
whole_substring,25.0,0.5541,20.394,108.372,3,0.0155,False,True
sub_substring,60.0,0.9187,34.545,58.865,3,0.1042,False,True
whole_substring,45.0,0.5567,26.677,94.789,2,0.0172,False,True
whole_substring,25.0,0.5405,20.031,130.318,2,0.0016,False,False
uniform,60.0,0.7732,30.655,239.669,1,0.009,False,False
sub_substring,25.0,0.8715,38.498,170.07,3,0.0626,False,True
whole_substring,45.0,0.4852,5.627,37.683,2,0.087,False,True
sub_substring,25.0,0.264,11.571,98.613,3,0.001,False,False
uniform,45.0,0.8397,28.174,64.103,1,0.0163,False,True
uniform,60.0,0.7998,25.001,115.023,1,0.0,False,False
sub_substring,45.0,0.5382,18.113,100.578,3,0.0009,False,False
sub_substring,25.0,0.5708,19.883,83.573,3,0.0374,False,True
sub_substring,25.0,0.6847,28.858,108.535,1,0.0278,False,True
sub_substring,25.0,0.5517,24.689,186.099,2,0.0107,False,True
sub_substring,45.0,0.8478,28.421,110.29,2,0.0362,False,True
uniform,25.0,0.8329,29.95,121.581,1,0.0119,False,True
sub_substring,60.0,0.8258,14.552,85.296,2,0.0102,False,True
whole_substring,60.0,0.8622,27.176,104.559,3,0.0497,False,True
whole_substring,45.0,0.8612,29.298,67.836,2,0.0436,False,True
whole_substring,60.0,0.8705,30.584,39.428,3,0.0569,False,True
sub_substring,25.0,0.8596,38.508,193.255,1,0.0391,False,True
sub_substring,45.0,0.8814,36.669,131.878,3,0.0698,False,True
sub_substring,45.0,0.5498,17.619,50.295,2,0.0083,False,False
whole_substring,45.0,0.5482,22.175,78.748,3,0.0076,False,False
sub_substring,60.0,0.556,29.128,112.534,3,0.0168,False,True
whole_substring,60.0,0.8356,31.353,100.537,2,0.0196,False,True
whole_substring,45.0,0.5197,21.002,96.166,2,0.0066,False,False
whole_substring,45.0,0.5529,19.013,85.257,3,0.0129,False,True
sub_substring,45.0,0.552,21.858,61.658,3,0.012,False,True
whole_substring,60.0,0.8523,27.554,119.554,2,0.0398,False,True
whole_substring,45.0,0.8267,16.799,83.745,2,0.0103,False,True
whole_substring,25.0,0.2493,9.051,74.78,3,0.0497,False,True
whole_substring,25.0,0.8635,38.48,201.473,2,0.0532,False,True
uniform,25.0,0.8653,38.426,39.774,1,0.0399,False,True
uniform,60.0,0.7905,31.274,233.728,1,0.001,False,False
whole_substring,45.0,0.8544,28.851,112.576,3,0.041,False,True
sub_substring,25.0,0.254,10.48,45.474,3,0.0244,False,True
whole_substring,45.0,0.8301,28.028,136.932,2,0.0161,False,True
sub_substring,60.0,0.5463,21.292,103.137,3,0.006,False,False
sub_substring,60.0,0.534,26.849,147.459,2,0.0,False,False
whole_substring,45.0,0.8725,33.638,52.754,2,0.0587,False,True
uniform,45.0,0.7942,28.425,221.87,1,0.0004,False,False
whole_substring,45.0,0.5452,19.075,106.722,2,0.0036,False,False
sub_substring,45.0,0.5213,10.505,35.216,2,0.0061,False,False
sub_substring,45.0,0.8755,30.554,148.691,2,0.0648,False,True
sub_substring,60.0,0.52,16.535,121.263,2,0.0061,False,False
whole_substring,25.0,0.88,31.914,95.084,2,0.0708,False,True
uniform,60.0,0.8029,31.29,189.669,1,0.0001,False,False
whole_substring,60.0,0.8105,25.531,155.6,2,0.0015,False,False
whole_substring,25.0,0.8536,30.237,71.178,1,0.0312,False,True
sub_substring,45.0,0.5713,18.5,63.482,3,0.0401,False,True
uniform,45.0,0.8135,27.523,133.177,1,0.0022,False,False
whole_substring,25.0,0.8808,37.244,91.795,2,0.0666,False,True
whole_substring,45.0,0.8241,35.43,238.925,1,0.0101,False,True
whole_substring,60.0,0.8602,30.552,107.499,3,0.0396,False,True
uniform,60.0,0.7704,25.291,187.816,1,0.0109,False,True
whole_substring,45.0,0.5515,18.448,84.893,2,0.0098,False,False
whole_substring,45.0,0.5554,23.021,126.89,3,0.0169,False,True
sub_substring,25.0,0.5799,24.871,112.026,3,0.0551,False,True
sub_substring,25.0,0.233,4.709,28.385,3,0.1566,True,True
whole_substring,25.0,0.5458,24.685,186.39,2,0.0051,False,False
uniform,25.0,0.8468,37.727,92.721,1,0.0223,False,True
whole_substring,45.0,0.554,21.859,90.951,3,0.0128,False,True
uniform,45.0,0.826,32.436,96.634,1,0.0068,False,False
sub_substring,45.0,0.5358,18.449,119.999,2,0.0002,False,False
sub_substring,45.0,0.8688,7.986,24.081,2,0.0562,False,True
whole_substring,45.0,0.8839,35.23,108.525,3,0.0328,True,True
uniform,25.0,0.8357,34.802,50.147,1,0.0122,False,True
whole_substring,45.0,0.5371,17.922,104.071,2,0.0005,False,False
whole_substring,45.0,0.8386,34.075,104.8,1,0.0208,False,True
whole_substring,25.0,0.8862,38.814,80.162,2,0.0149,True,True
uniform,45.0,0.8171,27.903,165.312,1,0.0033,False,False
sub_substring,45.0,0.8791,29.051,78.704,2,0.07,False,True
sub_substring,60.0,0.244,7.595,62.582,3,0.0699,False,True
sub_substring,25.0,0.5693,18.195,54.395,3,0.0377,False,True
sub_substring,60.0,0.538,19.85,137.411,2,0.0005,False,False
uniform,60.0,0.8249,24.862,49.785,1,0.0062,False,False
sub_substring,25.0,0.8842,31.607,126.876,3,0.0786,False,True
sub_substring,25.0,0.579,29.844,134.761,2,0.06,False,True
sub_substring,45.0,0.5116,17.701,138.239,2,0.0155,False,True
uniform,60.0,0.768,24.794,188.132,1,0.0122,False,True
uniform,25.0,0.821,37.692,294.866,1,0.0055,False,False
whole_substring,60.0,0.5497,19.881,96.263,3,0.0079,False,False
whole_substring,45.0,0.8426,29.249,192.863,1,0.0268,False,True
uniform,60.0,0.7985,24.963,146.471,1,0.0,False,False
sub_substring,60.0,0.5278,14.672,85.984,3,0.0012,False,False
sub_substring,60.0,0.5634,21.105,87.756,3,0.0372,False,True
whole_substring,25.0,0.8823,30.844,42.671,2,0.072,False,True
whole_substring,25.0,0.5788,25.508,79.635,3,0.0513,False,True
whole_substring,25.0,0.8286,39.02,307.295,1,0.0134,False,True
sub_substring,45.0,0.9138,39.296,89.747,3,0.1173,False,True
sub_substring,25.0,0.8802,39.058,153.602,3,0.0794,False,True
whole_substring,45.0,0.2228,4.266,32.297,2,0.2964,False,True
whole_substring,60.0,0.8671,33.835,152.505,2,0.0546,False,True
